p_val	avg_log2FC	pct.1	pct.2	p_val_adj	cluster	gene
9.8493134989398e-09	0.621706639433181	0.303	0.248	0.000330326276127443	8	ANKLE2
1.0153107071227e-08	0.59671965342757	0.4	0.374	0.000340514904954811	8	GGNBP2
1.22191587392339e-08	0.455892149386657	0.616	0.68	0.000409806145796426	8	SETD2
1.36342895153889e-08	0.760277635643283	0.362	0.316	0.000457266801767113	8	PVT1
1.39425552783624e-08	0.540430922860882	0.531	0.559	0.000467605418925719	8	ASCC3
1.42114426771834e-08	0.295709908448242	0.259	0.434	0.000476623364507378	8	SESN3
1.42134290465203e-08	0.551190897441426	0.423	0.396	0.000476689983362197	8	ARRB1
1.45680482396212e-08	0.649384766576296	0.395	0.379	0.000488583201860415	8	GPBP1L1
1.67057305194099e-08	0.640307566058059	0.456	0.465	0.000560276790159971	8	AC139887.2
1.72602115417106e-08	0.642374911416441	0.306	0.258	0.000578872974685889	8	SNX2
2.10600111931748e-08	0.56679257632834	0.409	0.383	0.000706310655396698	8	WWP2
2.10681117703192e-08	0.492273675157938	0.56	0.6	0.000706582332552964	8	COG5
2.11914498702491e-08	0.532823998644857	0.524	0.528	0.000710718845748413	8	PIK3R1
2.14113126213931e-08	0.597991069413686	0.434	0.432	0.000718092602696282	8	GGA2
2.21184220222223e-08	0.629997079296982	0.362	0.334	0.000741807637781292	8	DHX9
2.48799702758794e-08	0.613704328511042	0.375	0.35	0.000834424443112444	8	AFTPH
2.67449698163339e-08	0.901607986744267	0.516	0.536	0.000896972797700207	8	RBPJ
3.0741136363524e-08	0.656086600481076	0.26	0.207	0.00103099623135987	8	TOPBP1
3.70490714580703e-08	-0.787428022945485	0.408	0.502	0.00124255175856076	8	NFIA
4.01236053423366e-08	0.578005418051836	0.467	0.482	0.00134566547597129	8	ZFC3H1
5.07617484964155e-08	0.573153640471699	0.252	0.199	0.00170244752107278	8	LIMK1
5.46727453189045e-08	0.568965562225858	0.251	0.197	0.00183361453250542	8	VPS29
6.05784538829028e-08	0.610127137092627	0.378	0.357	0.00203168018632479	8	XRN2
6.24920740754526e-08	0.483680678925662	0.519	0.547	0.00209585918034253	8	ADAM10
7.34051971638662e-08	0.698596204241919	0.361	0.345	0.00246186350248175	8	TUBGCP3
7.52992072979963e-08	0.644850253877793	0.35	0.322	0.0025253848143602	8	SP3
7.76651377265593e-08	0.471487116358617	0.561	0.61	0.00260473338907335	8	PPP6R3
7.80490968348396e-08	0.341958493007199	0.594	0.587	0.00261761060964685	8	CAMK2D
9.13594929677961e-08	0.453075135984802	0.618	0.666	0.00306401467515394	8	ADK
9.21337286518849e-08	0.580676810065709	0.26	0.21	0.00308998099152692	8	LYPLA1
9.36431193905851e-08	0.575975312113354	0.462	0.484	0.00314060293812144	8	NFX1
1.16030896260968e-07	0.536920620449694	0.459	0.465	0.00389144419880034	8	SF3B1
1.18571309040486e-07	-0.407853097686254	0.238	0.353	0.00397664456259981	8	CREB5
1.2435154574107e-07	0.572681564190305	0.453	0.454	0.00417050214106399	8	KIF16B
1.35787412226917e-07	0.658732206336576	0.362	0.337	0.00455403823126635	8	CTCF
1.51686186973441e-07	0.277812159406132	0.284	0.204	0.00508725133871527	8	CECR2
1.56755842679245e-07	0.546853884264259	0.255	0.202	0.00525727745177653	8	TAPBP
1.83531871091374e-07	0.728055021863811	0.418	0.409	0.00615529189266249	8	DNAJB6
1.90641685398972e-07	0.517729196072751	0.273	0.221	0.00639374084491073	8	SEC11A
1.94792195566993e-07	0.331350692048461	0.279	0.445	0.00653294065492582	8	PIK3C2A
1.98870762603024e-07	0.638485656048602	0.362	0.336	0.00666972763618021	8	BCL2L1
2.13167216960479e-07	0.459732822364035	0.516	0.544	0.00714920212242053	8	BRD4
2.16518490062707e-07	0.599314752025901	0.255	0.205	0.00726159711972307	8	OGFRL1
2.180775559578e-07	0.555171115787282	0.5	0.533	0.00731388507171268	8	TENT2
2.24774902963677e-07	0.534363856336172	0.425	0.409	0.00753850069559579	8	LCORL
2.41781228661415e-07	0.431554563902631	0.605	0.667	0.00810885884684653	8	SMG1
2.97350178714612e-07	0.639411092286838	0.35	0.325	0.00997253029373065	8	ZC3H7A
3.2241254084777e-07	0.357254660211333	0.674	0.74	0.0108130717949525	8	PAFAH1B1
3.26624917985643e-07	0.518729542789542	0.458	0.446	0.0109543464994025	8	OSBPL3
3.39963071330201e-07	0.566359820397796	0.379	0.363	0.0114016814862723	8	PCBP2
3.56345037011539e-07	0.6028259492747	0.304	0.261	0.011951099851293	8	RAB8B
3.78376889566601e-07	0.746661501611717	0.476	0.538	0.0126900041222847	8	PRKDC
3.95189255679158e-07	0.637811680242999	0.353	0.333	0.0132538572569676	8	RIC1
4.06835037744134e-07	0.589514663796892	0.502	0.52	0.0136444334958628	8	SUMF1
4.28587713541702e-07	0.614331475426772	0.361	0.333	0.0143739747367616	8	TUT7
5.45349965229565e-07	0.448854827585383	0.531	0.578	0.0182899471338692	8	RPTOR
5.92559145162181e-07	0.365496812082023	0.599	0.665	0.0198732486104492	8	TCF25
6.45412379587977e-07	-0.342325198013449	0.174	0.279	0.0216458403866216	8	PRELID2
6.88321447864155e-07	0.695191647974999	0.401	0.405	0.023084924718468	8	TBC1D8
7.01509110239028e-07	0.301256095353042	0.508	0.449	0.0235272125391965	8	L3MBTL4
7.56597818886777e-07	0.628414522177071	0.387	0.38	0.0253747776498247	8	TPR
9.03937246567847e-07	0.709008175257251	0.328	0.303	0.0303162473753924	8	SNX24
9.70504262987267e-07	0.330954158836101	0.556	0.594	0.032548771972067	8	USP32
9.72709584279844e-07	0.52002086876263	0.476	0.5	0.0326227340375774	8	ADNP
1.03793182904138e-06	0.586238995246489	0.425	0.437	0.03481015768239	8	ZNF106
1.1918750855294e-06	0.479261975431589	0.556	0.612	0.0399731066184849	8	ZNF148
1.23645111016919e-06	0.425511241523857	0.545	0.54	0.0414680973328543	8	GRK3
1.29366347246415e-06	0.569177450298467	0.364	0.344	0.0433868855395026	8	PNN
1.29769681988905e-06	0.4595420114277	0.524	0.567	0.043522155945439	8	FNBP4
1.3037023286529e-06	0.680195020985443	0.337	0.317	0.043723568698361	8	SRSF10
1.38865202852077e-06	0.590483766615456	0.318	0.285	0.0465726117325296	8	PDIA3
1.39974584525646e-06	0.55706302215236	0.47	0.505	0.0469446761582112	8	MFSD14C
1.49486880617948e-06	0.546919091091056	0.312	0.277	0.0501349100216474	8	DCAF1
1.52610183205803e-06	0.585906336532171	0.26	0.214	0.0511824032435622	8	ZNF611
1.6301186886574e-06	0.575308289270635	0.326	0.299	0.0546709205801919	8	PKM
1.82179787066408e-06	0.617220539875325	0.254	0.215	0.0610994569863318	8	ASAH1
2.1182499038184e-06	0.552334824571225	0.323	0.292	0.0710418652742616	8	EIF4A2
2.13879457980351e-06	0.591351013440394	0.408	0.409	0.0717308926174502	8	HNRNPA3
2.17135314397679e-06	-0.553660193300932	0.458	0.601	0.0728228417426936	8	MAN2A1
2.19726653303373e-06	0.583586972189913	0.389	0.383	0.0736919249848852	8	RNF145
2.32158175623386e-06	0.662236688472126	0.401	0.385	0.077861208940571	8	PTGES3
2.43384058012982e-06	0.309886814968897	0.172	0.296	0.081626145376394	8	SLC43A2
2.43515681376638e-06	0.619382169615705	0.304	0.278	0.081670289220097	8	TBC1D9
2.46309197146242e-06	0.577642499901265	0.412	0.419	0.0826071785389068	8	MED15
2.64380901732706e-06	0.686313250786866	0.371	0.365	0.088668066823115	8	DOPEY2
2.65675841253886e-06	-0.946095089849798	0.433	0.54	0.0891023636397282	8	PITPNC1
2.89486208625652e-06	1.40705839281923	0.295	0.261	0.0970878846488712	8	ATP6V0E1
3.00050746643577e-06	0.388642452872388	0.542	0.543	0.100631019409323	8	EPB41L3
3.08363091525346e-06	0.37426130427277	0.536	0.585	0.103418813635771	8	ITCH
3.16909760163451e-06	0.512448122297427	0.26	0.213	0.106285195363618	8	FANCC
3.48470266207297e-06	0.520174711982088	0.434	0.438	0.116869957880603	8	ARID2
3.70789861154085e-06	0.565864671875428	0.304	0.274	0.124355503633857	8	CSNK1D
3.85952997876492e-06	0.574460031642524	0.37	0.353	0.129440916427818	8	NSRP1
4.05909592232778e-06	0.546512988768554	0.417	0.428	0.136133959043029	8	MARCH7
4.31509876690956e-06	0.566933076335118	0.45	0.481	0.144719782444613	8	WDR37
5.14280430218008e-06	0.476303931516717	0.531	0.59	0.172479370686516	8	RNF216
5.42094906195189e-06	0.570748361546096	0.315	0.281	0.181807789639742	8	GRK5
5.55992526943311e-06	0.438866547645328	0.476	0.496	0.186468773686248	8	MDM4
6.26185343279937e-06	-0.325016906664485	0.408	0.564	0.210010040429225	8	CDK19
6.67709216010681e-06	0.61258827294905	0.376	0.375	0.223936316865662	8	USP10
7.83273950437388e-06	0.351254253027547	0.611	0.644	0.262694417497691	8	PCNX2
8.23232014083219e-06	0.527801759267065	0.459	0.488	0.27609555288323	8	PRPF4B
9.28315359984169e-06	0.537096358429585	0.404	0.417	0.31133840543149	8	CHFR
9.52339513262889e-06	0.609883889007925	0.45	0.467	0.319395625958108	8	PARP8
1.0576880857203e-05	0.486158503725085	0.401	0.39	0.354727430188873	8	P2RX7
1.10375292771817e-05	0.584138112497295	0.287	0.257	0.370176656898118	8	BCAT1
1.10498138002958e-05	0.830447896687041	0.494	0.552	0.370588655234322	8	SMCHD1
1.2110289248571e-05	-0.265137241857371	0.266	0.361	0.406154880818574	8	ZHX2
1.27922847896075e-05	0.542868083850614	0.317	0.292	0.429027647273857	8	ILF3
1.42170246738528e-05	0.677056634284607	0.292	0.269	0.476810573511677	8	STK38L
1.48586006042995e-05	0.528776784317062	0.27	0.236	0.498327747066996	8	VAC14
1.54782796254337e-05	0.450891061837246	0.549	0.61	0.519110542077795	8	ATXN10
1.58009479298285e-05	0.528685901912272	0.451	0.48	0.529932191670587	8	RNF38
1.59452276573557e-05	0.479825848197679	0.321	0.292	0.534771045172396	8	IRF2
1.76540248858293e-05	0.559116476758887	0.285	0.257	0.592080686620945	8	SF3B3
1.82296957099978e-05	0.548900150785236	0.395	0.404	0.611387534721907	8	DAP3
2.27674043062858e-05	0.585653647350054	0.271	0.243	0.763573205624214	8	PMM2
2.27723527561526e-05	0.751925623925644	0.34	0.333	0.763739166735846	8	POLA1
2.44126490836491e-05	0.407474771251001	0.536	0.612	0.818751424967425	8	CREBBP
2.44561649448353e-05	0.60164426726101	0.364	0.361	0.820210859919886	8	TAF3
2.49563454977992e-05	0.48810385060646	0.491	0.541	0.836985915305189	8	TRPM7
2.54984775330793e-05	0.568522950137648	0.382	0.384	0.855167939504412	8	NAP1L4
2.61777099574894e-05	0.3851672543598	0.511	0.538	0.877948036554279	8	AP2A2
2.74576256302893e-05	0.492034566564582	0.312	0.285	0.920873848388644	8	MAST3
2.82468258849216e-05	0.381862201336366	0.578	0.638	0.9473420465285	8	PHIP
3.03591745445861e-05	0.564227213902519	0.509	0.561	1	8	TIMM23B
3.4528175497218e-05	0.627014846427165	0.339	0.332	1	8	PLEKHM2
3.70029092026827e-05	0.611505236893641	0.393	0.415	1	8	HM13
4.15365969975348e-05	0.480758811416915	0.444	0.469	1	8	PHKB
4.79971961748282e-05	0.558866283474759	0.387	0.403	1	8	NSMAF
5.39206638087715e-05	0.45603287412874	0.444	0.461	1	8	SMURF1
5.43151711340197e-05	0.470602183248307	0.481	0.525	1	8	NT5C2
5.66442762974602e-05	0.625549895749793	0.307	0.293	1	8	CTNND1
5.83151286835526e-05	0.445821273261236	0.487	0.498	1	8	RAP1GAP2
5.95234493533678e-05	0.460145630754197	0.513	0.562	1	8	SPECC1
6.47175018762565e-05	0.266410717867999	0.779	0.829	1	8	ARID1B
6.57826021957945e-05	0.617084700393124	0.367	0.383	1	8	ERP44
6.75786296292014e-05	0.479055184679554	0.255	0.224	1	8	EFTUD2
6.85538610397821e-05	0.728617911081506	0.321	0.3	1	8	EEPD1
8.09450805451938e-05	0.425228866621166	0.473	0.511	1	8	TAF1D
8.26774690436082e-05	0.445935495495675	0.5	0.553	1	8	ZNF644
8.75521922450116e-05	0.704548251921185	0.334	0.317	1	8	FTH1
9.32866099156705e-05	0.578925386182213	0.42	0.453	1	8	RANBP9
0.000101230316538229	0.843239759563025	0.445	0.468	1	8	PDE3B
0.000104135159923816	0.529241526747353	0.401	0.422	1	8	PIKFYVE
0.000107831399240117	0.295471909397952	0.561	0.634	1	8	CEP350
0.000108136787882648	0.258385145220404	0.82	0.866	1	8	EIF4G3
0.000108449552965854	0.437796531801677	0.437	0.462	1	8	BTAF1
0.000111679076515863	0.552970605018452	0.375	0.38	1	8	RAPH1
0.000113652412203383	0.607973852347108	0.384	0.403	1	8	SEC31A
0.000118142460232072	0.492052275505204	0.249	0.392	1	8	CNOT6L
0.000118452806930447	0.542908829527767	0.445	0.492	1	8	LSM14A
0.000118963203650798	0.557123266915835	0.315	0.308	1	8	CAPZA2
0.000135718474277548	0.479206256603985	0.476	0.524	1	8	MTDH
0.000137194562571594	0.411530804361453	0.27	0.237	1	8	CCDC50
0.000139087170399026	0.304147501981501	0.274	0.41	1	8	TTC39C
0.000140741455855975	0.336126098439014	0.613	0.687	1	8	WNK1
0.000143612916295424	0.470898464376584	0.274	0.247	1	8	GBE1
0.000151435986425448	0.488285208835207	0.257	0.227	1	8	HDAC7
0.000161832720234996	0.524347183423063	0.445	0.485	1	8	TRAF3
0.000165243271223595	0.448433694342801	0.42	0.448	1	8	ACIN1
0.000167366361843484	0.577912304781519	0.276	0.257	1	8	SEL1L
0.000167892468901793	0.508797681068192	0.39	0.401	1	8	IGF2R
0.000169663705081683	0.535047531029653	0.356	0.359	1	8	SYNRG
0.000172835048881677	0.333032610212203	0.216	0.335	1	8	TENT4B
0.000173803392676598	0.331277079526533	0.599	0.662	1	8	DTNB
0.000180173115405498	0.452583703089885	0.263	0.235	1	8	ANKRD13A
0.000181330407708935	0.536886786065321	0.183	0.29	1	8	MB21D2
0.000196244523391764	0.53454305692733	0.411	0.433	1	8	HECTD2
0.000198817412324744	0.501712468698674	0.331	0.326	1	8	IPO7
0.000201866883446477	0.413397376357644	0.285	0.251	1	8	ZNF516
0.000221184516213971	0.389722376166115	0.514	0.573	1	8	TRIP12
0.000225078700828368	0.539225408366839	0.348	0.354	1	8	LNPEP
0.000234338787747914	0.309809024894652	0.674	0.724	1	8	AAK1
0.000237453457916251	-0.298005087737204	0.216	0.296	1	8	LRIG1
0.000239070037550503	0.499914797200722	0.426	0.472	1	8	CUL1
0.000245939015254623	0.572771522547501	0.376	0.393	1	8	SHLD2
0.000247626360042171	0.428590987261418	0.462	0.491	1	8	PAK1
0.000249493262590944	0.53287491119682	0.339	0.339	1	8	DHX15
0.000251351513808647	0.616703759128542	0.276	0.257	1	8	ITGB1
0.000252237359300904	0.403611864618009	0.492	0.552	1	8	FAM135A
0.000269484707032444	0.252513412978511	0.165	0.255	1	8	AC008014.1
0.000282228030556226	0.596814778749797	0.318	0.316	1	8	UHRF1BP1
0.000292714789950161	0.324646679236341	0.569	0.64	1	8	DYM
0.000327657657686386	0.550071965047871	0.395	0.415	1	8	NUP98
0.000333689313576802	0.523436854502853	0.376	0.388	1	8	AGPAT3
0.000343802417576174	0.494592481204533	0.478	0.534	1	8	TFCP2
0.00038746252518899	0.458647154156675	0.467	0.515	1	8	DDX46
0.000453607137574534	0.344107488647747	0.544	0.502	1	8	FMN1
0.000477707256568087	0.423357165131435	0.437	0.476	1	8	GAPVD1
0.000488837092213232	0.584952485089114	0.362	0.378	1	8	USP37
0.000508939559646234	0.309217636338401	0.524	0.584	1	8	ELF2
0.000519023612340137	0.549700270339866	0.505	0.579	1	8	GPBP1
0.000559130921186266	0.371676175492571	0.235	0.356	1	8	CBLB
0.000568041719348107	0.434985198964273	0.439	0.479	1	8	YWHAE
0.000587808955527023	0.270806443874544	0.605	0.67	1	8	MKL1
0.000607102843628601	0.526628953112032	0.337	0.338	1	8	BANP
0.000658347346074378	0.498238342611499	0.271	0.253	1	8	PRPF8
0.000693795815441271	0.515070336297395	0.312	0.311	1	8	MARS
0.000694309844728118	0.558959719030331	0.304	0.3	1	8	SAE1
0.000709674915010271	0.548016068287634	0.351	0.369	1	8	SETD3
0.000738375621624046	0.418407194308417	0.268	0.242	1	8	CYP20A1
0.000754385231438727	0.4811263316177	0.381	0.395	1	8	SOGA1
0.000771617335626656	0.569984177192383	0.266	0.252	1	8	GSAP
0.000781947017626331	0.469289609420401	0.473	0.538	1	8	SIL1
0.000829886972031686	0.43839493466966	0.462	0.516	1	8	GBF1
0.000894365622115991	0.479601655833669	0.439	0.487	1	8	MCPH1
0.000897379469310703	0.514476758773091	0.29	0.276	1	8	SNX8
0.000914644016929325	0.498166552347549	0.326	0.327	1	8	KPNA4
0.000932296328845076	0.434240357792459	0.487	0.55	1	8	CHD2
0.000967863851980089	0.331794189331437	0.558	0.621	1	8	SIPA1L3
0.000972452007864386	0.486383188158179	0.453	0.512	1	8	EP300
0.00101096556339399	0.517836344677504	0.32	0.318	1	8	RSRC2
0.00111045166983906	0.438752741473057	0.547	0.615	1	8	LYST
0.0011250334384009	0.297135479065775	0.238	0.356	1	8	SMARCA1
0.0011286063968787	0.407100366069152	0.487	0.526	1	8	GMDS
0.00113699324087621	0.378930757880956	0.487	0.545	1	8	CCAR1
0.00113706625374018	0.423048477340222	0.423	0.448	1	8	PACS2
0.00113716409863514	0.291826825051542	0.577	0.66	1	8	SENP6
0.00114912064007289	0.560895074432112	0.368	0.398	1	8	MAP3K3
0.00117882226391743	0.568538141361917	0.356	0.378	1	8	PRPF40A
0.00117999400542524	0.349424755820579	0.503	0.547	1	8	GNAS
0.00132207154079275	0.419464028657185	0.48	0.549	1	8	EPC1
0.00132642290898613	0.391852490114467	0.263	0.238	1	8	ANXA4
0.00135160337782449	0.419163846887639	0.453	0.506	1	8	HECTD1
0.00157564813972968	0.253487680056015	0.238	0.354	1	8	GOSR1
0.00173735553861904	0.530153746459506	0.292	0.287	1	8	GOLPH3
0.00189045873069212	0.511175459047902	0.375	0.397	1	8	HIPK3
0.00193270798636624	0.483943491871247	0.279	0.272	1	8	IMMT
0.00196496498562268	0.642366822641113	0.387	0.427	1	8	AC027644.4
0.00197716902650906	0.575803406681025	0.32	0.327	1	8	ATG10
0.00198169663050265	0.734041809280453	0.293	0.299	1	8	MALT1
0.00202490275306696	0.34495344905837	0.553	0.638	1	8	HDAC4
0.00208394842707717	0.485679744693811	0.418	0.463	1	8	MSH3
0.00210303574584037	0.534119511478063	0.288	0.281	1	8	SUSD1
0.00210736141539857	0.573905879987082	0.376	0.41	1	8	KDM2B
0.00214380310400324	0.442901314043102	0.332	0.336	1	8	SF1
0.00225683104866673	0.562334583913453	0.361	0.384	1	8	QSER1
0.00227283204980728	0.479601500638719	0.299	0.295	1	8	SLX4IP
0.0023339962274634	0.545180273995061	0.519	0.589	1	8	PPP2R5C
0.00234944853513877	0.485804519007989	0.318	0.324	1	8	NVL
0.00239549325549243	0.559438250258606	0.252	0.234	1	8	SLC7A5
0.00253799705033658	0.500617460370595	0.285	0.284	1	8	TMOD3
0.00276966239393482	0.254319756019681	0.252	0.372	1	8	AQR
0.00284531793802497	0.574385726480887	0.339	0.36	1	8	CCDC14
0.00315896660688861	0.454395214641988	0.426	0.475	1	8	USP9X
0.00319274697029176	0.411967966772561	0.437	0.484	1	8	THOC2
0.00320702253228023	0.395168466594244	0.271	0.255	1	8	ARHGEF2
0.00327296427608001	0.39110874253267	0.506	0.572	1	8	RASA1
0.00329062784537636	0.541419110324129	0.292	0.295	1	8	GNAI3
0.00337120364076798	0.469880772670304	0.412	0.466	1	8	RNF111
0.00338274665502968	0.621006797323515	0.263	0.25	1	8	GNG2
0.00348725426801802	0.349694739823421	0.514	0.586	1	8	UBE3C
0.00358555534942152	0.481747925186915	0.259	0.25	1	8	EIF4B
0.00367263833506338	0.506878996973036	0.334	0.338	1	8	ZNF83
0.00380950441336102	0.464702263686436	0.306	0.308	1	8	PCF11
0.00389433711711839	0.479344717866138	0.365	0.39	1	8	UBA6
0.00393984106272246	0.866683910496906	0.466	0.578	1	8	NSD2
0.00418688499942535	0.451021126147981	0.331	0.341	1	8	AP3D1
0.00433259825638175	0.54815965790912	0.35	0.375	1	8	VKORC1L1
0.00461297081067242	0.463558140829406	0.266	0.257	1	8	AATF
0.00463043672322613	0.258650811058772	0.204	0.295	1	8	LDAH
0.00539157326666204	0.539671441418285	0.281	0.281	1	8	ZNF846
0.00579844200734618	0.446116514508008	0.356	0.375	1	8	CAST
0.00580658559953818	0.437745706142773	0.273	0.268	1	8	POLR2B
0.00580682748388102	0.439066810426787	0.317	0.321	1	8	CORO1C
0.00584113215931571	0.450690550078022	0.401	0.443	1	8	ANKFY1
0.00592524361103699	0.402991448215701	0.174	0.252	1	8	GK
0.00633274150319275	0.444347225699878	0.409	0.451	1	8	SLF2
0.00642736091679615	0.512848126051357	0.378	0.404	1	8	STAT5B
0.00668309625023974	0.267313401360682	0.262	0.368	1	8	CLK1
0.00669131132924487	0.263650210644819	0.237	0.338	1	8	KSR1
0.00690042418453928	0.415467189751497	0.379	0.415	1	8	STAU1
0.00690870999784631	0.587791829997021	0.318	0.338	1	8	CASP8AP2
0.00733779829247574	0.439947629940578	0.362	0.391	1	8	NUP214
0.00739925181449322	0.511526780820828	0.251	0.245	1	8	SLC20A1
0.00767416051264153	0.42318277803473	0.26	0.254	1	8	YTHDF2
0.00778524505814784	0.311706868891726	0.569	0.67	1	8	NCOR1
0.00896133166462593	0.364028679967997	0.553	0.636	1	8	LRBA
0.00929271999183394	0.271286694632862	0.229	0.329	1	8	DIAPH1
0.00944719418679591	0.395880794829475	0.397	0.415	1	8	BCOR
0.0094649877109997	0.445371103732434	0.254	0.246	1	8	SLC10A7
0	3.7241270105469	0.967	0.25	0	9	FGF13
0	3.37418224430463	0.978	0.359	0	9	SGCZ
0	3.0930009286248	0.991	0.301	0	9	ADARB2
0	2.6219153289869	0.923	0.216	0	9	MYO16
0	2.50422339525019	0.789	0.073	0	9	EYA4
0	2.39998059561281	0.738	0.031	0	9	KIT
0	2.20465818552066	0.84	0.154	0	9	GAD2
0	2.03799017009666	0.71	0.107	0	9	SPHKAP
0	1.92052322175795	0.697	0.057	0	9	TACR1
0	1.89509145589653	0.705	0.051	0	9	SV2C
0	1.72031191636049	0.598	0.057	0	9	AC137770.1
0	1.65894736135787	0.651	0.053	0	9	PKP2
0	1.64948297452604	0.598	0.057	0	9	NXPH2
0	1.37317702951594	0.571	0.052	0	9	TRPC3
0	1.31984684811263	0.536	0.049	0	9	ROR2
0	1.19209821144084	0.363	0.024	0	9	LINC01344
0	1.12370368232018	0.582	0.066	0	9	KIRREL1
0	0.633931296289854	0.341	0.022	0	9	HAPLN1
0	0.5744213975704	0.281	0.011	0	9	TBL1Y
2.12687468937162e-299	1.60204704553519	0.725	0.139	7.13311233321454e-295	9	TOX2
1.26135848616434e-296	0.761092839902908	0.413	0.038	4.23034409089796e-292	9	LAMP5
1.90068419404959e-293	2.46852324698764	0.947	0.288	6.37451465000352e-289	9	GRIK1
2.00679812214717e-290	1.3067347099529	0.552	0.075	6.73039954205719e-286	9	LINC00298
1.16759000410529e-285	0.450652748968451	0.255	0.013	3.91586335576834e-281	9	AC245041.2
3.3365813990249e-282	1.61098447912931	0.64	0.106	1.11902266960497e-277	9	GRIN3A
5.07414730099017e-275	1.55484714799422	0.723	0.146	1.70176752180608e-270	9	BCL11B
5.89220654474705e-273	2.06069600359383	0.897	0.261	1.97612823097726e-268	9	ALK
7.21595859222219e-272	1.77342972309622	0.712	0.136	2.42008819265948e-267	9	DLX6-AS1
2.74492418400831e-271	2.89682401213333	0.848	0.257	9.20592672832707e-267	9	PRELID2
8.40190500788598e-268	0.447742370359914	0.253	0.014	2.8178309015448e-263	9	CYP3A5
1.20881608390812e-267	1.89866516426342	0.897	0.244	4.05412738221104e-263	9	KCNIP1
1.59535719268845e-263	1.82965631919334	0.916	0.219	5.35050895283852e-259	9	NXPH1
5.98484674232672e-258	2.43388063651936	0.923	0.346	2.00719790044154e-253	9	FSTL5
7.45466966710957e-253	2.49305424276757	0.989	0.538	2.50014711295521e-248	9	GRIP1
2.99570335014771e-251	1.40629408005481	0.699	0.138	1.00469898957254e-246	9	GNG4
3.70411567392302e-244	1.29559932504581	0.607	0.111	1.2422863147203e-239	9	NRIP3
3.72930011761647e-241	2.40949472338468	0.844	0.298	1.25073267344621e-236	9	PTCHD4
2.12876866465432e-239	1.50039065117528	0.679	0.137	7.13946434751765e-235	9	SLC35F4
2.02834982840557e-238	0.997042342262788	0.541	0.082	6.8026796545066e-234	9	IGF1
1.53271728515258e-233	2.31319266456576	0.881	0.348	5.14042723094472e-229	9	UNC13C
1.25965185096633e-226	1.08554181079073	0.618	0.116	4.22462037777089e-222	9	GRIP2
1.15640333188912e-225	0.931289567143942	0.569	0.093	3.87834549448974e-221	9	ATP11C
2.11865944729509e-225	1.89128789950456	0.879	0.309	7.10556005433829e-221	9	KIAA1211
5.54275055403781e-222	1.49794955753199	0.71	0.158	1.8589276808132e-217	9	EGFR
5.47260761029676e-221	0.403643900636763	0.279	0.022	1.83540314034133e-216	9	SOX1
4.29055526688509e-220	1.72582666140375	0.84	0.24	1.43896642540792e-215	9	LUZP2
3.0111514551618e-215	1.05965766677825	0.523	0.085	1.00987997503216e-210	9	CTXND1
4.17190132081729e-214	1.97393104086288	0.859	0.309	1.3991722649757e-209	9	SLC6A1
9.83032453737213e-214	2.04900544485191	0.914	0.423	3.29689424334387e-209	9	DNER
3.58078268465172e-211	1.23075832521542	0.587	0.114	1.20092289677849e-206	9	ANKRD55
1.09960968171868e-210	1.69207698047543	1	0.795	3.68787095054809e-206	9	KAZN
4.09187010770014e-208	1.99159116637579	0.971	0.489	1.37233139672047e-203	9	PTPRT
2.36869958146879e-205	1.89171004310909	0.908	0.321	7.94414465633004e-201	9	FBXL7
8.46934046842079e-205	1.66463348020018	0.448	0.069	2.84044740629897e-200	9	PDGFD
8.59072782761671e-202	0.873702234530668	0.374	0.045	2.88115829882609e-197	9	CXCL14
1.9032444426256e-200	1.72540334254331	0.998	0.755	6.38310121167773e-196	9	FGF14
2.90913078547855e-200	2.03217437124483	0.938	0.443	9.75664282833797e-196	9	MGAT4C
4.57814025289549e-199	1.93799505452028	0.978	0.575	1.53541667801609e-194	9	TMEM132D
2.58619431322537e-196	1.6626344332106	0.976	0.649	8.67357848769524e-192	9	ATP8A2
1.12694455903905e-191	1.79815456056312	0.985	0.63	3.77954666210515e-187	9	GRIN2A
1.29729738932305e-191	1.76029478234732	0.956	0.378	4.35087598431165e-187	9	ZNF536
1.21923807500495e-189	1.76010603554693	0.785	0.284	4.08908065595161e-185	9	NYAP2
4.03608637716094e-188	1.96730717556193	0.866	0.39	1.35362264917224e-183	9	RAB3C
1.52433750519751e-187	1.64612911624335	0.776	0.23	5.1123231249314e-183	9	ADAMTS9-AS2
1.82393856073145e-187	1.80415767726688	0.782	0.256	6.11712514498115e-183	9	NTNG1
6.34849136724946e-187	1.92282388455598	0.912	0.44	2.12915703474813e-182	9	KCNAB1
4.77985999568534e-185	1.97575077478081	0.78	0.258	1.60306944535295e-180	9	C8orf34
1.15033052286496e-183	1.65547878628622	0.969	0.553	3.85797850758451e-179	9	MTUS2
3.93184526445874e-182	1.68847836672855	0.985	0.737	1.31866226479417e-177	9	MACROD2
1.38635752762216e-181	0.485797917374295	0.266	0.025	4.64956587613918e-177	9	BMP6
2.04709125727989e-178	0.961886031765592	0.565	0.116	6.86553465866531e-174	9	FAT1
2.72670470812884e-171	0.59466290672699	0.404	0.059	9.1448222501225e-167	9	SOX13
3.59151208269532e-171	0.400027897331483	0.264	0.026	1.20452132229436e-166	9	AL359649.1
